id,name,gpa,field_of_study,financial_aid,requirements
S52759,Matthew Choi,3.19,Philosophy,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SA4E1C,Dale Bush,3.65,English,"[""Dean's Merit Scholarship"", 'Liberal Arts Fellowship']","['GPA ≥ 3.6', 'Field of Study in Liberal Arts']"
S0081F,Sierra Duncan,2.69,Social Work,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
SB2D99,Tracey Thompson,2.97,Law,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
SBD947,Michelle Davis,2.49,Paralegal,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S7AB6B,Matthew Rodriguez,3.53,Psychology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
S718DB,Robin Fisher,2.32,Economics,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
SA9CA3,Arthur Smith,3.45,English,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
S33785,Joshua Leach,3.6,Statistics,"[""Dean's Merit Scholarship"", 'STEM Excellence Award']","['GPA ≥ 3.6', 'Field of Study in STEM']"
S00302,Kendra Clarke,3.26,Anthropology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
SD97B4,Zachary Lopez,3.41,Paralegal,"['Academic Achievement Grant', 'Legal Studies Full Ride']","['GPA ≥ 3.2', 'Field of Study in Legal Studies']"
S734EE,Eric David,2.2,Mathematics,['STEM Excellence Award'],['Field of Study in STEM']
S62019,Ethan Whitaker,3.79,Engineering,"[""Dean's Merit Scholarship"", 'STEM Excellence Award', 'STEM Leadership Award']","['GPA ≥ 3.6', 'Field of Study in STEM', 'GPA ≥ 3.6 + STEM Field']"
S3345F,Felicia Lewis,2.95,Social Work,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
SD41C0,Chelsea Briggs,2.66,Chemistry,['STEM Excellence Award'],['Field of Study in STEM']
S724E0,Kristine Rangel,2.25,Philosophy,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S70A7B,Jacqueline Rivers,2.53,Art,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S5C104,Rodney Thompson MD,2.58,History,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SB4782,Anita Wong,2.95,English,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SBA383,Hunter Rogers,3.14,IT,['STEM Excellence Award'],['Field of Study in STEM']
S8FFC8,Denise Weaver,3.22,IT,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S90DDD,John Miller,2.11,Physics,['STEM Excellence Award'],['Field of Study in STEM']
SC42F3,Crystal Cunningham,2.87,Psychology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
SF91E9,Alexis Glenn,2.97,Education,['Public Service Grant'],['Field of Study in Public Service']
SD908A,Joseph Hale,2.11,Paralegal,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S0034F,Taylor Cook,3.18,Social Work,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
SB13F3,Trevor Burns,2.88,Computer Science,['STEM Excellence Award'],['Field of Study in STEM']
SCC16A,Whitney Santana,2.91,Mathematics,['STEM Excellence Award'],['Field of Study in STEM']
S74A4B,Jennifer Marshall,3.7,Anthropology,"[""Dean's Merit Scholarship"", 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.6', 'Field of Study in Behavioral and Social Sciences']"
SBBDB2,Gina Fisher,3.09,Nursing,['Public Service Grant'],['Field of Study in Public Service']
S3E425,Michael Jackson,2.14,Law,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
SEDE99,Casey Myers,3.17,Biology,['STEM Excellence Award'],['Field of Study in STEM']
S9527E,Jamie Webb,3.24,Economics,"['Academic Achievement Grant', 'Business Leadership Scholarship']","['GPA ≥ 3.2', 'Field of Study in Business/Economics']"
S8CC56,Stephanie Jackson,3.73,Psychology,"[""Dean's Merit Scholarship"", 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.6', 'Field of Study in Behavioral and Social Sciences']"
S873F7,Curtis Richard,3.43,Chemistry,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S775F1,Donald Gibson,3.56,Engineering,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S8AD71,Tara Perez,2.93,English,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S47073,Dawn Lee,3.29,Engineering,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S72110,Mrs. Kari Walker,3.94,Sociology,"['Presidential Scholarship', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.8', 'Field of Study in Behavioral and Social Sciences']"
S2E806,Travis Vance,3.9,Music,"['Presidential Scholarship', 'Liberal Arts Fellowship']","['GPA ≥ 3.8', 'Field of Study in Liberal Arts']"
S73087,Courtney Clayton,3.47,English,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
SCE334,Kristin Miller,3.56,Social Work,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
SB9380,Gregory Hughes,2.23,Biology,['STEM Excellence Award'],['Field of Study in STEM']
SA5C5D,Sherry Mann,3.73,Music,"[""Dean's Merit Scholarship"", 'Liberal Arts Fellowship']","['GPA ≥ 3.6', 'Field of Study in Liberal Arts']"
S0BEF6,Audrey Chang,2.52,Law,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S1824B,Kayla Fritz,3.9,Physics,"['Presidential Scholarship', 'STEM Excellence Award']","['GPA ≥ 3.8', 'Field of Study in STEM']"
SE560B,Gary Atkins,3.34,Psychology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
S57050,Christina Stevenson,3.35,Economics,"['Academic Achievement Grant', 'Business Leadership Scholarship']","['GPA ≥ 3.2', 'Field of Study in Business/Economics']"
S37271,Corey Johnson,2.45,History,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S4A632,Emily Olson,3.15,Computer Science,['STEM Excellence Award'],['Field of Study in STEM']
S0469B,Kim Chapman,2.6,Nursing,['Public Service Grant'],['Field of Study in Public Service']
S2789B,Annette Conway,2.85,Engineering,['STEM Excellence Award'],['Field of Study in STEM']
SACC6D,Tammy Garza,3.32,Statistics,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S7A36B,Elaine Wilson,2.11,Sociology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
SDB584,Jeffery Simmons,2.64,Chemistry,['STEM Excellence Award'],['Field of Study in STEM']
SB73A1,Dr. Cory Martinez,2.04,Education,['Public Service Grant'],['Field of Study in Public Service']
S634C4,Brandi Gonzalez,3.12,Physics,['STEM Excellence Award'],['Field of Study in STEM']
SAC8EF,Joseph Gray,2.21,Engineering,['STEM Excellence Award'],['Field of Study in STEM']
S6A2A2,Valerie Wilson,3.76,Physics,"[""Dean's Merit Scholarship"", 'STEM Excellence Award']","['GPA ≥ 3.6', 'Field of Study in STEM']"
S0D441,David Salazar,3.57,Engineering,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S16D56,Erica Murphy,2.03,Engineering,['STEM Excellence Award'],['Field of Study in STEM']
S6D9DF,Larry Decker,2.97,Anthropology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S1CE39,Stephanie Harris,2.03,Psychology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S85960,Antonio Cruz,2.1,Music,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S8568C,Sheila Nicholson,2.33,Economics,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
SA2156,Tammy Wagner,2.8,Paralegal,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
SA5C5D,Alicia Jacobson,2.67,Mathematics,['STEM Excellence Award'],['Field of Study in STEM']
SDA1C5,Jeffery Nicholson,2.59,Art,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SB0454,Corey Scott,2.52,Business,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
SAAAC3,Holly Richardson,3.58,Social Work,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
S71B4C,Matthew Young,2.38,Mathematics,['STEM Excellence Award'],['Field of Study in STEM']
S9255A,Gabrielle Young,2.53,Biology,['STEM Excellence Award'],['Field of Study in STEM']
S09CCB,Jason Mckinney,2.49,Law,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S88223,Jesse Benton,2.72,Sociology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S4C7D4,Patrick Roberts,3.38,Statistics,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S78CF6,Caleb Jones,2.18,Social Work,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S8FCEF,Jessica Mills,2.28,Sociology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
SE957C,Jordan Shields,2.5,Engineering,['STEM Excellence Award'],['Field of Study in STEM']
S58076,Christopher Clark,3.09,Anthropology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S41486,Audrey Lara,3.2,Philosophy,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
SF7F4F,Amanda Castro,2.95,Biology,['STEM Excellence Award'],['Field of Study in STEM']
SDFC48,Thomas Hunter,3.55,Sociology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
S89739,Stephanie Fernandez,2.17,Music,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SBB98C,John Cisneros,2.34,Music,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S22FC6,Stacey Hobbs,2.75,Social Work,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S16EBF,Laura Wilkinson,2.41,Anthropology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S7C157,Mary Watson,2.13,Paralegal,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
SA890D,Kerri West,2.91,Social Work,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S7FC90,Robert Santos,2.52,Sociology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
SEE981,Bobby Cunningham,3.72,English,"[""Dean's Merit Scholarship"", 'Liberal Arts Fellowship']","['GPA ≥ 3.6', 'Field of Study in Liberal Arts']"
S27F20,Mariah Hamilton,2.27,Statistics,['STEM Excellence Award'],['Field of Study in STEM']
SB2ABC,Cynthia Martinez DDS,3.95,Computer Science,"['Presidential Scholarship', 'STEM Excellence Award', 'STEM Leadership Award']","['GPA ≥ 3.8', 'Field of Study in STEM', 'GPA ≥ 3.6 + STEM Field']"
SFE1CC,Christopher Norman,2.88,Anthropology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
SB4A0A,Catherine Collins,2.07,Nursing,['Public Service Grant'],['Field of Study in Public Service']
S2E743,Bradley Rush,2.68,Anthropology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S279CD,Brittany Jackson,2.77,Social Work,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S47252,Jennifer Anderson,2.8,Sociology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
SE7FDE,Jennifer Galloway,2.67,Law,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S024AE,Cynthia Ruiz,3.53,Psychology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
S6CC03,Kevin Edwards,3.68,Chemistry,"[""Dean's Merit Scholarship"", 'STEM Excellence Award']","['GPA ≥ 3.6', 'Field of Study in STEM']"
SECAAE,Shane Cooper,2.72,Education,['Public Service Grant'],['Field of Study in Public Service']
S6D0D6,Jared Kim,3.86,Anthropology,"['Presidential Scholarship', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.8', 'Field of Study in Behavioral and Social Sciences']"
S04BB2,Lauren Gordon,3.57,Anthropology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
SE2C3A,Meghan Hampton,2.05,Law,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
SB3497,Jonathan Rivera,3.25,Psychology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
SF41C8,Teresa Henderson,3.15,Statistics,['STEM Excellence Award'],['Field of Study in STEM']
SFE2A1,Daniel Davenport,3.21,Psychology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
S39138,Heidi Miranda,2.99,Psychology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
SE6ED2,Cheryl Franklin,3.2,Social Work,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
S38DA9,Shannon Pearson,2.42,History,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S65280,Robert Day,2.95,Statistics,['STEM Excellence Award'],['Field of Study in STEM']
S14FEB,Betty Dillon DDS,2.25,Nursing,['Public Service Grant'],['Field of Study in Public Service']
S47397,Ariel Klein,2.95,Philosophy,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S7BC97,Melissa Cummings,3.78,Business,"[""Dean's Merit Scholarship"", 'Business Leadership Scholarship']","['GPA ≥ 3.6', 'Field of Study in Business/Economics']"
S25567,Karla Mercado,3.06,Music,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S29B9E,Matthew Foster,3.85,Nursing,"['Presidential Scholarship', 'Public Service Grant']","['GPA ≥ 3.8', 'Field of Study in Public Service']"
S5FEF4,Wesley Prince,2.46,Physics,['STEM Excellence Award'],['Field of Study in STEM']
SEFCD0,Melissa Peterson,3.13,Physics,['STEM Excellence Award'],['Field of Study in STEM']
S365D6,Henry Hall,3.4,Anthropology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
S2080F,Tonya Jimenez,3.16,Statistics,['STEM Excellence Award'],['Field of Study in STEM']
SF1131,Elizabeth Hall,2.09,Economics,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
S5490E,Lisa Perez,2.72,Law,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S92FAD,Debra Mccoy,2.31,Music,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S935C0,Justin Bradley,2.55,Psychology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S0C837,Nicole May,2.31,Law,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S2C033,Earl Green,3.5,Anthropology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
S1851E,Cody Reid,3.45,Social Work,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
S0D93F,Deborah Yates,3.71,Law,"[""Dean's Merit Scholarship"", 'Legal Studies Full Ride']","['GPA ≥ 3.6', 'Field of Study in Legal Studies']"
SCD35B,Willie Kim,2.61,Engineering,['STEM Excellence Award'],['Field of Study in STEM']
S41C3E,Amanda Johns,2.36,Statistics,['STEM Excellence Award'],['Field of Study in STEM']
S82274,Joseph Smith,3.39,IT,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
SAA322,Paula Edwards,3.77,IT,"[""Dean's Merit Scholarship"", 'STEM Excellence Award']","['GPA ≥ 3.6', 'Field of Study in STEM']"
S0730B,Matthew Perez,2.51,Anthropology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S7C2B6,Elizabeth Hubbard,3.11,Business,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
SBA64D,Sara Jones,3.88,Biology,"['Presidential Scholarship', 'STEM Excellence Award']","['GPA ≥ 3.8', 'Field of Study in STEM']"
S2D645,Kelsey Bishop,2.58,History,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SA165A,Andrew Stephens,3.76,Physics,"[""Dean's Merit Scholarship"", 'STEM Excellence Award']","['GPA ≥ 3.6', 'Field of Study in STEM']"
S9C9C1,Wesley Davidson,3.0,Music,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S9E1AE,Kimberly Mcneil,3.19,Social Work,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S2CA36,Sarah Decker,2.24,Psychology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S6A114,Kimberly Padilla,3.96,Education,"['Presidential Scholarship', 'Public Service Grant']","['GPA ≥ 3.8', 'Field of Study in Public Service']"
S5B178,James Clayton,2.63,English,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S9E418,Jim Macdonald,3.47,Computer Science,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S50735,Christopher Hill,2.47,Music,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SF3180,Dr. Emily Taylor,2.05,Physics,['STEM Excellence Award'],['Field of Study in STEM']
S25D8A,Charles Chapman,2.24,Music,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SA84AB,John Hunt,3.09,Psychology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
SA1F2B,Mary Chapman,2.52,Engineering,['STEM Excellence Award'],['Field of Study in STEM']
SBF415,Dawn Wood,2.21,Social Work,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S988B0,Kimberly Brown,3.18,Education,['Public Service Grant'],['Field of Study in Public Service']
